,Marca de la moto,Modelo,Precio de la moto,Tipo de Carné,Tipo de moto,Versión / Año,Web del fabricante,Alimentación,Arranque,Carrera,Ciclo,Cilindrada,Combustible,Diámetro,Disposición,Distribución,Encendido,Número de cilindros,Número de válvulas por cilindro,Par Máximo Declarado,Potencia Máxima Declarada,Refrigeración,Régimen de par máximo,Regimen de potencia máxima,Embrague,Secundaria,Tipo,Tipo de accionamiento,Material,Basculante,Delantera barra,Delantera recorrido,Delantera tipo,Trasera recorrido,Trasera tipo,Delantera,Delantera llanta,Trasera,Trasera llanta,Asistencia a la frenada,Delantero diámetro,Delantero número de discos,Delantero pinza número de pistones,Delantero tipo,Trasero diámetro,Trasero pinza número de pistones,Trasero tipo,Altura asiento,Capacidad depósito,Distancia entre ejes,Longitud total,Número de velocidades,Avance,Lanzamiento,Delantera marca,Delantero marca pinza,Delantero pinza,Trasero marca pinza,Peso en seco declarado,Trasera marca,Delantero marca bomba,Tipo de motor eléctrico,Velocidad máxima carretera,Autonomía en ciudad,Tipo de batería,Capacidad,Tiempo de carga 100% (enchufe convencional),Tiempo de carga 80% (enchufe convencional),Tiempo de carga 100% (enchufe rápido),Tiempo de carga 80% (enchufe rápido),Distancia mínima al suelo,Autonomía en carretera
420,Yamaha,YZF R1M 2020,29.499 €,A,Deportiva,2019,http://www.yamaha-motor.eu/es/index.aspx,Inyección electrónica,Automático,"50,90 mm",4T,998 cc,Gasolina sin plomo 95/98,"79,00 mm",En línea,DOHC,Electrónico TCI,4,4,112 nm,200 cv,Líquida,11.500 rpm,13.500 rpm,Multidisco en baño de aceite,Cadena de retenes,Diamond,Hidraúlico,,Doble brazo de aluminio,43 mm,120 mm,Horquilla hidráulica invertida presurizada,120 mm,Monoamortiguador progresivo con botella de gas separada,120/70-17,"17""",200/55-17,"17""",,320 mm,2,6,Disco,220 mm,2,Disco,860 mm,17 l,1.405 mm,2.055 mm,6,"102,00 mm","24,00 grados",Ohlins,,Radial monobloque,,179 kg,Ohlins,,,,,,,,,,,,
421,Yamaha,YZF R1 2020,21.899 €,A,Deportiva,2019,http://www.yamaha-motor.eu/es/index.aspx,Inyección electrónica,Automático,"50,90 mm",4T,998 cc,Gasolina sin plomo 98,"79,00 mm",En línea,DOHC,Electrónico TCI,4,4,112 nm,200 cv,Líquida,11.500 rpm,13.500 rpm,Multidisco en baño de aceite,Cadena de retenes,Deltabox V,Hidraúlico,Aluminio,Doble brazo de aluminio,43 mm,120 mm,Horquilla hidráulica invertida,120 mm,Monoamortiguador progresivo con botella de gas separada,120/70-17,"17""",190/55-17,"17""",,320 mm,2,6,Disco,220 mm,2,Disco,855 mm,17 l,1.405 mm,2.055 mm,6,"102,00 mm","24,00 grados",,,Radial monobloque,,179 kg,,,,,,,,,,,,,
422,Yamaha,Tenere 700 2019,9.499 €,A,Trail,2019,www.yamaha-motor.eu,Inyección electrónica,Eléctrico,"68,60 mm",Cuatro tiempos,689 cc,Gasolina sin plomo 95/98,"80,00 mm",En línea,DOHC (Doble árbol de levas),Electrónico CDI,2,4,68 nm,72 cv,Líquida,6.500 rpm,9.000 rpm,Multidisco en baño de aceite,Cadena de retenes,Doble cuna,Mecánico por cable,acero,Doble brazo de aluminio,43 mm,210 mm,Horquilla invertida,200 mm,Monoamortiguador,90/90-21,21,150/70-18,18,ABS desconectable,282 mm,2,,Disco,245 mm,,Disco,880 mm,16 l,1.590 mm,2.365 mm,6,,,Kayaba,,,,,,,,,,,,,,,,240 mm,
423,Yamaha,Niken 2019,17.399 €,A,Deportiva,2019,www.yamaha-motor.eu,Inyección electrónica,Eléctrico,"59,00 mm",Cuatro tiempos,847 cc,Gasolilna sin plomo 95/98,"78,00 mm",En línez,DOCH (Doble árbol de levas),Electrónico CDI,3,4,87 nm,115 cv,Líquida,8.500 rpm,10.000 rpm,Multidisco en baño de aceite,Cadena,Tipo diamante,Mecánico por cable,Acero,Doble brazo de aluminio,,110 mm,Doble horquilla invertida,125 mm,Monoamortiguador,120/70-15,15,190/55-17,17,ABS,265 mm,2,4,Disco,298 mm,2,Disco,820 mm,18 l,1.510 mm,2.150 mm,6,"74,00 mm","20,00 grados",,,,,,,,,,,,,,,,,150 mm,
424,Yamaha,Tracer 700 GT 2019,8.299 €,A/A2,Trail,2019,http://www.yamaha-motor.eu/es/index.aspx,Inyección electrónica,Eléctrico,"68,60 mm",Cuatro Tiempos,689 cc,Gasolina sin plomo 95,"80,00 mm",En línea,DOHC,Electrónico TCI,2,4,68 nm,74 cv,Líquida,6.500 rpm,9.000 rpm,Multidisco en baño de aceite,Cadena,Diamante,Mecánico,Acero,Doble brazo,,130 mm,Horquilla convencional,142 mm,Amortiguador con precarga y rebote ajustable,120/70 R17,"17""",180/55-17,"17""",ABS,282 mm,2,,Disco,245 mm,2,Disco,835 mm,17 l,1.450 mm,2.138 mm,6,"90,00 mm","24,80 grados",,,,,196 kg,,,,,,,,,,,,140 mm,
425,Yamaha,Tracer 700 2019,8.299 €,A/A2,Trail,2019,http://www.yamaha-motor.eu/es/index.aspx,Inyección electrónica,Eléctrico,"68,60 mm",Cuatro Tiempos,689 cc,Gasolina sin plomo 95,"80,00 mm",En línea,DOHC,Electrónico TCI,2,4,68 nm,74 cv,Líquida,6.500 rpm,9.000 rpm,Multidisco en baño de aceite,Cadena,Diamante,Mecánico,Acero,Doble brazo,,130 mm,Horquilla convencional,142 mm,Amortiguador con precarga y rebote ajustable,120/70 R17,"17""",180/55-17,"17""",ABS,282 mm,2,,Disco,245 mm,2,Disco,835 mm,17 l,1.450 mm,2.138 mm,6,"90,00 mm","24,80 grados",,,,,196 kg,,,,,,,,,,,,140 mm,
426,Yamaha,Tracer 900 GT 2019,11.499 €,A,Trail,2019,http://www.yamaha-motor.eu/es/index.aspx,Inyección electrónica,Automático,"59,10 mm",4T,847 cc,Gasolina sin plomo 95/98,"78,00 mm",En línea,DOHC,Electrónico TCI,3,4,88 nm,115 cv,Líquida,8.500 rpm,10.000 rpm,Multidisco en baño de aceite,Cadena,Diamante,Mecánico,,Doble brazo de aluminio,41 mm,137 mm,Horquilla invertida,130 mm,Amortiguador con precarga y rebote ajustable,120/70-17,"17""",180/55-17,"17""",ABS,298 mm,2,4,Disco,245 mm,2,Disco,845 mm,18 l,1.440 mm,2.160 mm,6,"100,00 mm","24,00 grados",,,Radial,,210 kg,,,,,,,,,,,,,
427,Yamaha,Tracer 900 2019,11.499 €,A,Trail,2019,http://www.yamaha-motor.eu/es/index.aspx,Inyección electrónica,Automático,"59,10 mm",4T,847 cc,Gasolina sin plomo 95/98,"78,00 mm",En línea,DOHC,Electrónico TCI,3,4,88 nm,115 cv,Líquida,8.500 rpm,10.000 rpm,Multidisco en baño de aceite,Cadena,Diamante,Mecánico,,Doble brazo de aluminio,41 mm,137 mm,Horquilla invertida,130 mm,Amortiguador con precarga y rebote ajustable,120/70-17,"17""",180/55-17,"17""",ABS,298 mm,2,4,Disco,245 mm,2,Disco,845 mm,18 l,1.440 mm,2.160 mm,6,"100,00 mm","24,00 grados",,,Radial,,210 kg,,,,,,,,,,,,,
428,Yamaha,MT 10 Tourer Edition 2019,16.999 €,A,Naked,2019,www.yamaha-motor.eu/es/es/,Inyección electrónica,Automático,"50,90 mm",4T,998 cc,Gasolina sin plomo 95/98,"79,00 mm",En línea,DOHC,Electrónico TCI,4,4,111 nm,160 cv,Líquida,9.000 rpm,11.500 rpm,Multidisco en baño de aceite,Cadena de retenes,Deltabox V,Hidraúlico,Aluminio,Doble brazo de aluminio,43 mm,120 mm,Horquilla hidráulica invertida,120 mm,Monoamortiguador progresivo con botella de gas separada,120/70-17,"17""",190/55-17,"17""",ABS de serie,320 mm,320,4,Disco,220 mm,2,Disco,825 mm,17 l,1.400 mm,2.095 mm,6,,,,Nissin,Radial,,210 kg,,,,,,,,,,,,,
429,Yamaha,MT 10 2019,15.799 €,A,Naked,2019,http://www.yamaha-motor.eu/es/index.aspx,Inyección electrónica,Automático,"50,90 mm",4T,998 cc,Gasolina sin plomo 95/98,"79,00 mm",En línea,DOHC,Electrónico TCI,4,4,111 nm,160 cv,Líquida,9.000 rpm,11.500 rpm,Multidisco en baño de aceite,Cadena de retenes,Deltabox V,Hidraúlico,Aluminio,Doble brazo de aluminio,43 mm,120 mm,Horquilla hidráulica invertida,120 mm,Monoamortiguador progresivo con botella de gas separada,120/70-17,"17""",190/55-17,"17""",ABS de serie,320 mm,320,4,Disco,220 mm,2,Disco,825 mm,17 l,1.400 mm,2.095 mm,6,,,,Nissin,Radial,,210 kg,,,,,,,,,,,,,
430,Yamaha,MT 125 2019,4.549 €,A1,Naked,2019,www.yamaha-motor.eu/es/es/,Inyección electrónica,Automático,"58,60 mm",4T,124 cc,Gasolina sin plomo 95/98,"52,00 mm",Vertical,SOHC,Electrónico TCI,1,4,12 nm,15 cv,Líquida,8.000 rpm,9.000 rpm,Multidisco en baño de aceite,Cadena,Doble viga,Mecánico,Acero,Doble brazo,41 mm,130 mm,Horquilla telescópica invertida,114 mm,Monoamortiguador progresivo Monocross,100/80-17,"17""",130/70-17,"17""",,,1,4,Disco,230 mm,2,Disco,810 mm,11 l,1.355 mm,1.955 mm,6,"89,00 mm","25,00 grados",,,Radial,,126 kg,,,,,,,,,,,,,
431,Yamaha,MT 03 2019,5.249 €,A2,Naked,2019,www.yamaha-motor.eu/es/es/,Inyección electrónica,Automático,"44,10 mm",4T,321 cc,Gasolina sin plomo 95/98,"68,00 mm",En línea,DOHC,Electrónico TCI,2,4,30 nm,42 cv,Líquida,9.000 rpm,10.750 rpm,Multidisco en baño de aceite,Cadena,Doble viga,Mecánico,Acero,Doble brazo,41 mm,130 mm,Horquilla telescópica,125 mm,Amortiguador,110/70-17,"17""",140/70-17,"17""",ABS,298 mm,1,2,Disco,220 mm,1,Disco,780 mm,14 l,1.380 mm,2.090 mm,6,"95,00 mm","25,00 grados",,,,,165 kg,,,,,,,,,,,,,
432,Yamaha,MT 07 2019,6.799 €,A/A2,Naked,2019,www.yamaha-motor.eu/es/es/,Inyección electrónica,Automático,"68,60 mm",4T,689 cc,Gasolina sin plomo 95,"80,00 mm",En línea,DOHC,Electrónico TCI,2,4,68 nm,75 cv,Líquida,6.500 rpm,9.000 rpm,Multidisco en baño de aceite,Cadena,Diamante,Mecánico,Acero,Doble brazo,,130 mm,Horquilla telescópica,130 mm,Amortiguador,120/70-17,"17""",180/55-17,"17""",ABS,282 mm,2,2,Disco,245 mm,,Disco,805 mm,14 l,1.400 mm,2.085 mm,6,"90,00 mm","24,50 grados",,,,,182 kg,,,,,,,,,,,,140 mm,
433,Yamaha,MT 09 2019,9.799 €,A,Naked,2019,http://www.yamaha-motor.eu/es/index.aspx,Inyección electrónica,Automático,"59,10 mm",4T,847 cc,Gasolina sin plomo 95/98,"78,00 mm",En línea,DOHC,Electrónico TCI,3,4,87 nm,115 cv,Líquida,8.500 rpm,10.000 rpm,Multidisco en baño de aceite,Cadena,Diamante,Mecánico,,Doble brazo de aluminio,41 mm,137 mm,Horquilla invertida,130 mm,Amortiguador,120/70-17,"17""",180/55-17,"17""",ABS opcional,298 mm,2,4,Disco,245 mm,2,Disco,815 mm,14 l,1.440 mm,2.075 mm,6,"103,00 mm","25,00 grados",,,Radial,,188 kg,,,,,,,,,,,,,
434,Yamaha,XSR 900 2019,10.499 €,A,Naked,2019,www.yamaha-motor.eu/es/es/,Inyección electrónica,Automático,"59,10 mm",4T,847 cc,Gasolina sin plomo 95/98,"78,00 mm",En línea,DOHC,Electrónico TCI,3,4,87 nm,115 cv,Líquida,8.500 rpm,10.000 rpm,Multidisco en baño de aceite,Cadena,Diamante,Mecánico,,Doble brazo de aluminio,41 mm,137 mm,Horquilla invertida,130 mm,Amortiguador,120/70-17,"17""",180/55-17,"17""",ABS de serie,298 mm,2,4,Disco,245 mm,2,Disco,815 mm,14 l,1.440 mm,2.075 mm,6,"103,00 mm","25,00 grados",,,Radial,,188 kg,,,,,,,,,,,,,
435,Yamaha,XSR 700 2019,7.699 €,A/A2,Naked,2019,www.yamaha-motor.eu/es/es/,Inyección electrónica,Automático,"68,60 mm",4T,689 cc,Gasolina sin plomo 95/98,"80,00 mm",En línea,DOHC,Electrónico TCI,2,4,68 nm,75 cv,Líquida,6.500 rpm,9.000 rpm,Multidisco en baño de aceite,Cadena,Diamante,Mecánico,,Doble brazo,,130 mm,Horquilla telescópica,130 mm,Amortiguador,120/70-17,"17""",180/55-17,"17""",ABS,282 mm,2,2,Disco,245 mm,1,Disco,815 mm,14 l,1.405 mm,2.075 mm,6,"90,00 mm","25,00 grados",,,,,186 kg,,,,,,,,,,,,,
436,Yamaha,YZF R125 2019,4.999 €,A1,Deportiva,2019,www.yamaha-motor.eu/es/es/,Inyección electrónica,Eléctrico,"58,60 mm",4T,125 cc,Gasolina sin plomo 95,"52,00 mm",Vertical,SOHC,Electrónico TCI,1,4,12 nm,15 cv,Líquida,8.000 rpm,9.000 rpm,Multidisco en baño de aceite,Cadena,Doble viga,Hidraúlico,Acero,Doble brazo de acero,41 mm,130 mm,Horquilla telescópica invertida,114 mm,Monoamortiguador,100/80-17,"17""",140/70-17,"17""",ABS,292 mm,1,2,Disco,230 mm,1,Disco,825 mm,11 l,1.355 mm,1.995 mm,6,"89,00 mm","25,00 grados",,,Radial,,140 kg,,,,,,,,,,,,,
437,Yamaha,WR 450F 2019,N.D.,A2,Offroad,2019,www.yamaha-motor.eu/es/es/,Inyección electrónica,Eléctrico,"60,80 mm",Cuatro tiempos,449 cc,Gasolina sin plomo 95,"97,00 mm",Vertical,DOHC,Electrónico CDI,1,4,,,Líquida,,,Multidisco en baño de aceite,Cadena,Siple cuna,Mecánico,Aluminio,Doble brazo de aluminio,,310 mm,Horquilla invertida,318 mm,Monoamortiguador,90/90-21,21,130/90-18,18,,270 mm,1,2,Disco,245 mm,1,Disco,,,,,5,,,KYB,,,,,,,,,,,,,,,,,
438,Yamaha,T Max SX Sport Edition 2018,14.199 €,A,Scooter,2018,www.yamaha-motor.eu/es/,Inyección electrónica,Eléctrico,"73,00 mm",4 Tiempos,530 cc,Gasolina sin plomo 95,"68,00 mm",En línea,DOHC,Electrónico TCI,2,4,52 nm,46 cv,Líquida,5.250 rpm,6.750 rpm,Centrífugo,Correa trapezoidal,Diamante,,Aluminio,Doble brazo de aluminio,,120 mm,Horquilla convencional,117 mm,Monoamortiguador con bieletas,120/70-15,15,160/60-15,15,ABS,267 mm,2,4,Disco,282 mm,,Disco,800 mm,15 l,1.575 mm,2.200 mm,,,,,,monobloque radial,,213 kg,,,,,,,,,,,,125 mm,
439,Yamaha,MT 09 SP 2018,N.D.,A,Naked,2018,http://www.yamaha-motor.eu/es/index.aspx,Inyección electrónica,Automático,"59,10 mm",4T,847 cc,Gasolina sin plomo 95,"78,00 mm",En línea,DOHC,Electrónico TCI,3,4,87 nm,115 cv,Líquida,8.500 rpm,10.000 rpm,Multidisco en baño de aceite anti-rebote,Cadena,Diamante,Mecánico,Acero,Doble brazo de aluminio,41 mm,137 mm,Horquilla invertida,142 mm,Amortiguador,120/70-17,"17""",180/55-17,"17""",ABS,298 mm,2,4,Disco,245 mm,2,Disco,865 mm,14 l,1.500 mm,2.160 mm,6,,"24,00 grados",,,Radial,,215 kg,Ohlins,,,,,,,,,,,135 mm,
440,Yamaha,MT 07,6.799 €,A/A2,Naked,2018,http://www.yamaha-motor.eu/es/index.aspx,Inyección electrónica,Automático,"68,60 mm",4T,689 cc,Gasolina sin plomo 95,"80,00 mm",En línea,DOHC,Electrónico TCI,2,4,68 nm,75 cv,Líquida,6.500 rpm,9.000 rpm,Multidisco en baño de aceite,Cadena,Diamante,Mecánico,Acero,Doble brazo,,130 mm,Horquilla telescópica,130 mm,Amortiguador,120/70-17,"17""",180/55-17,"17""",ABS,282 mm,2,2,Disco,245 mm,,Disco,805 mm,14 l,1.400 mm,2.085 mm,6,"90,00 mm","24,50 grados",,,,,182 kg,,,,,,,,,,,,140 mm,
441,Yamaha,Tracer 900 GT 2018,13.299 €,A,Trail,2018,http://www.yamaha-motor.eu/es/index.aspx,Inyección electrónica,Automático,"59,10 mm",4T,847 cc,Gasolina sin plomo 95/98,"78,00 mm",En línea,DOHC,Electrónico TCI,3,4,88 nm,115 cv,Líquida,8.500 rpm,10.000 rpm,Multidisco en baño de aceite,Cadena,Diamante,Mecánico,,Doble brazo de aluminio,41 mm,137 mm,Horquilla invertida,130 mm,Amortiguador con precarga y rebote ajustable,120/70-17,"17""",180/55-17,"17""",ABS,298 mm,2,4,Disco,245 mm,2,Disco,845 mm,18 l,1.440 mm,2.160 mm,6,"100,00 mm","24,00 grados",,,Radial,,210 kg,,,,,,,,,,,,,
442,Yamaha,Tracer 900 2018,11.499 €,A,Trail,2018,http://www.yamaha-motor.eu/es/index.aspx,Inyección electrónica,Automático,"59,10 mm",4T,847 cc,Gasolina sin plomo 95/98,"78,00 mm",En línea,DOHC,Electrónico TCI,3,4,88 nm,115 cv,Líquida,8.500 rpm,10.000 rpm,Multidisco en baño de aceite,Cadena,Diamante,Mecánico,,Doble brazo de aluminio,41 mm,137 mm,Horquilla invertida,130 mm,Amortiguador con precarga y rebote ajustable,120/70-17,"17""",180/55-17,"17""",ABS,298 mm,2,4,Disco,245 mm,2,Disco,845 mm,18 l,1.440 mm,2.160 mm,6,"100,00 mm","24,00 grados",,,Radial,,210 kg,,,,,,,,,,,,,
443,Yamaha,X Max 125 2018,4.349 €,A1,Scooter,2018,http://www.yamaha-motor.eu/es/index.aspx,Inyección electrónica,Automático,"58,60 mm",4T,124 cc,Gasolina sin plomo 95/98,"52,00 mm",,SOHC,Electrónico CDI,1,4,12 nm,14 cv,Líquida,6.750 rpm,9.000 rpm,Automático centrífugo en seco,Correa,Tubular central,Automático,Acero,"Motor, monobrazo",,110 mm,Horquilla telescópica,84 mm,Doble amortiguador,120/70-15,"15""",140/70-14,"14""",ABS,267 mm,1,2,Disco,240 mm,,Disco,792 mm,13 l,1.525 mm,2.160 mm,,,,,,,,169 kg,,,,,,,,,,,,,
444,Yamaha,X Max 400 2018,6.699 €,A2,Scooter,2018,http://www.yamaha-motor.eu/es/index.aspx,Inyección electrónica,Automático,"73,00 mm",4T,395 cc,Gasolina sin plomo 95/98,"83,00 mm",,DOHC,Electrónico TCI,1,4,36 nm,32 cv,Líquida,6.000 rpm,7.000 rpm,Automático centrífugo en seco,Correa,Tubular central,Automático,Acero y aluminio,"Motor, monobrazo",,110 mm,Horquilla telescópica,107 mm,Doble amortiguador,120/70-15,"15""",150/70-13,"13""",ABS,267 mm,2,,Disco,267 mm,,Disco,766 mm,13 l,1.567 mm,2.185 mm,,,,,,,,210 kg,,,,,,,,,,,,90 mm,
445,Yamaha,Tricity 125 2017,3.699 €,A1,Scooter,2017,www.yamaha-motor.eu/es/,Inyección electrónica,Eléctrico,"58,70 mm",4 Tiempos,125 cc,Gasolina sin plomo 95,"52,00 mm",,SOHC,Electrónico TCI,1,4,12 nm,12 cv,Líquida,7.250 rpm,7.500 rpm,Centrífugo,Correa trapezoidal,Tubular,,Acero,Motor oscilante,,90 mm,Paralelogramo con horquilla telescópica,90 mm,Doble amortiguador,100/80-14,14,130/70-13,13,ABS/ combinada,220 mm,,,Disco,230 mm,1,Disco,780 mm,7 l,1.350 mm,1.905 mm,,,,,,,,164 kg,,,,,,,,,,,,125 mm,
446,Yamaha,YZF R6 2017,15.849 €,A,Deportiva,2017,www.yamaha-motor.eu/es/,Inyección electrónica,Eléctrico,"42,50 mm",4 Tiempos,599 cc,Gasolina sin plomo 95,"67,00 mm",En línea,DOHC,Electrónico TCI,4,4,,,Líquida,,,Multidisco en baño de aceite,Cadena,Doble viga tipo Deltabox,Hidráulico,Aluminio,Doble brazo asimétrico con refuerzos,43 mm,120 mm,Horquilla invertida,120 mm,Monoamortiguador con bieletas,120/70 ZR17,"17x3,5",180/55 ZR 17,17x5,ABS,320 mm,2,4,Disco,220 mm,1,Disco,850 mm,17 l,1.375 mm,2.040 mm,6,"97,00 mm","24,00 grados",Kayaba,,Monobloque radial,,190 kg,,,,,,,,,,,,130 mm,
447,Yamaha,X Max 300 2017,N.D.,A2,Scooter,2017,www.yamaha-motor.eu/es/,Inyección electrónica,Eléctrico,"75,90 mm",4 Tiempos,292 cc,Gasolina sin plomo 95,"70,00 mm",En línea,SOHC,Electrónico TCI,1,4,20 nm,28 cv,Líquida,6.750 rpm,7.250 rpm,Centrífugo,Correa,Tubular,,Acero,Motor oscilante,,,Horquilla convencional,,Doble amortiguador con regulación de precarga,120/70-15,15,140/70-14,14,ABS,267 mm,,2,Disco,245 mm,,Disco,795 mm,13 l,1.540 mm,2.185 mm,,,,,,,,179 kg,,,,,,,,,,,,135 mm,
448,Yamaha,T Max 2017,12.299 €,A/A2,Scooter,2017,www.yamaha-motor.eu/es/,Inyección electrónica,Eléctrico,"73,00 mm",4 Tiempos,530 cc,Gasolina sin plomo 95,"68,00 mm",En línea,DOHC,Electrónico TCI,2,4,52 nm,46 cv,Líquida,5.250 rpm,6.750 rpm,Centrífugo,Correa trapezoidal,Diamante,,Aluminio,Doble brazo de aluminio,,120 mm,Horquilla convencional,117 mm,Monoamortiguador con bieletas,120/70-15,15,160/60-15,15,ABS,267 mm,2,4,Disco,282 mm,,Disco,800 mm,15 l,1.575 mm,2.200 mm,,,,,,monobloque radial,,213 kg,,,,,,,,,,,,125 mm,
449,Yamaha,SCR 950 2017,N.D.,A,Naked,2017,www.yamaha-motor.eu/es/,Inyección electrónica,Eléctrico,"83,00 mm",4 Tiempos,942 cc,Gasolina sin plomo 95,"85,00 mm",En V,SOHC,Electrónico TCI,2,4,79 nm,52 cv,Líquida,3.000 rpm,5.500 rpm,Multidisco en baño de aceite,Correa,Doble cuna,,Acero,Doble brazo de acero,41 mm,135 mm,Horquilla convencional,110 mm,Doble amortiguador con regulación precarga de muelle,100/90-19,19,140/80 R17,17,ABS,298 mm,1,,Disco flotante,298 mm,,Disco flotante,830 mm,13 l,1.575 mm,2.255 mm,6,"130,00 mm","29,00 grados",,,,,252 kg,,,,,,,,,,,,145 mm,
450,Yamaha,YZF R1,20.900 €,A,Deportiva,2016,http://www.yamaha-motor.eu/es/index.aspx,Inyección electrónica,Automático,"50,90 mm",4T,998 cc,Gasolina sin plomo 95/98,"79,00 mm",En línea,DOHC,Electrónico TCI,4,4,112 nm,200 cv,Líquida,11.500 rpm,13.500 rpm,Multidisco en baño de aceite,Cadena de retenes,Deltabox V,Hidraúlico,Aluminio,Doble brazo de aluminio,43 mm,120 mm,Horquilla hidráulica invertida,120 mm,Monoamortiguador progresivo con botella de gas separada,120/70-17,"17""",190/55-17,"17""",,320 mm,2,6,Disco,220 mm,2,Disco,855 mm,17 l,1.405 mm,2.055 mm,6,"102,00 mm","24,00 grados",,,Radial monobloque,,179 kg,,,,,,,,,,,,,
451,Yamaha,YZF R1M,25.900 €,A,Deportiva,2016,http://www.yamaha-motor.eu/es/index.aspx,Inyección electrónica,Automático,"50,90 mm",4T,998 cc,Gasolina sin plomo 95/98,"79,00 mm",En línea,DOHC,Electrónico TCI,4,4,112 nm,200 cv,Líquida,11.500 rpm,13.500 rpm,Multidisco en baño de aceite,Cadena de retenes,Diamond,Hidraúlico,,Doble brazo de aluminio,43 mm,120 mm,Horquilla hidráulica invertida,120 mm,Monoamortiguador progresivo con botella de gas separada,120/70-17,"17""",200/55-17,"17""",,320 mm,2,6,Disco,220 mm,2,Disco,860 mm,17 l,1.405 mm,2.055 mm,6,"102,00 mm","24,00 grados",,,Radial monobloque,,179 kg,,,,,,,,,,,,,
452,Yamaha,XV 950 R,9.649 €,A/A2,Custom,2016,http://www.yamaha-motor.eu/es/index.aspx,Inyección electrónica,Automático,"83,00 mm",4T,942 cc,Gasolina sin plomo 95/98,"85,00 mm",En V,SOHC,Electrónico TCI,2,4,80 nm,52 cv,Aire,3.000 rpm,5.500 rpm,Multidisco en baño de aceite,Correa,Doble cuna,Mecánico,Acero,Doble brazo de acero,41 mm,120 mm,Horquilla telescópica,70 mm,Doble amortiguador con botella de gas separada,100/90-19,"19""",150/80-16,"16""",ABS de serie,298 mm,1,,Disco flotante,298 mm,,Disco flotante,690 mm,12 l,1.570 mm,2.290 mm,5,"130,00 mm","29,00 grados",,,,,251 kg,,,,,,,,,,,,,
453,Yamaha,YZF R125,4.699 €,A1,Deportiva,2016,http://www.yamaha-motor.eu/es/index.aspx,Inyección electrónica,Automático,"58,60 mm",4T,124 cc,Gasolina sin plomo 95/98,"52,00 mm",Vertical,SOHC,Electrónico TCI,1,4,12 nm,15 cv,Líquida,8.000 rpm,9.000 rpm,Multidisco en baño de aceite,Cadena,Doble viga,Hidraúlico,Acero,Doble brazo de acero,41 mm,130 mm,Horquilla telescópica invertida,114 mm,Monoamortiguador,100/80-17,"17""",130/70-17,"17""",,292 mm,1,2,Disco,230 mm,1,Disco,810 mm,11 l,1.355 mm,1.995 mm,6,"89,00 mm","25,00 grados",,,Radial,,140 kg,,,,,,,,,,,,,
454,Yamaha,XV 950 Racer,9.849 €,A/A2,Custom,2016,http://www.yamaha-motor.eu/es/index.aspx,Inyección electrónica,Automático,"83,00 mm",4T,942 cc,Gasolina sin plomo 95/98,"85,00 mm",En V,SOHC,Electrónico TCI,2,4,80 nm,52 cv,Aire,3.000 rpm,5.500 rpm,Multidisco en baño de aceite,Correa,Doble cuna,Mecánico,Acero,Doble brazo de acero,41 mm,120 mm,Horquilla telescópica,70 mm,Doble amortiguador,100/90-19,"19""",150/80-16,"16""",ABS,298 mm,1,,Disco flotante,298 mm,,Disco flotante,690 mm,12 l,1.570 mm,2.290 mm,5,"130,00 mm","29,00 grados",,,,,247 kg,,,,,,,,,,,,,
455,Yamaha,YBR 125 Custom,2.699 €,A1,Custom,2016,http://www.yamaha-motor.eu/es/index.aspx,,Automático/pedal,"54,00 mm",4T,124 cc,Gasolina sin plomo 95/98,"54,00 mm",,SOHC,Electrónico TCI,1,2,10 nm,10 cv,Aire,6.000 rpm,7.800 rpm,Multidisco en baño de aceite,Cadena,Diamante,Mecánico,Acero,Doble brazo de acero,,110 mm,Horquilla telescópica,105 mm,Doble amortiguador,3.00-18,"18""",3.50-16,"16""",,245 mm,1,,Disco,130 mm,,Tambor,760 mm,12 l,1.290 mm,2.055 mm,5,,,,,,,118 kg,,,,,,,,,,,,,
456,Yamaha,YBR 125,2.599 €,A1,Naked,2016,http://www.yamaha-motor.eu/es/index.aspx,Inyección electrónica,Automático/pedal,"54,00 mm",4T,124 cc,Gasolina sin plomo 95/98,"54,00 mm",,SOHC,Electrónico TCI,1,2,10 nm,10 cv,Aire,6.000 rpm,7.800 rpm,Multidisco en baño de aceite,Cadena,Tubular,Mecánico,Acero,Doble brazo de acero,,120 mm,Horquilla telescópica,105 mm,Doble amortiguador,2.75-18,"18""",90/90-18,"18""",No,245 mm,1,2,Disco,130 mm,,Tambor,780 mm,13 l,1.290 mm,1.985 mm,5,"90,00 mm","26,00 grados",,,,,126 kg,,,,,,,,,,,,,
